"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"668","62_2015a","P116_S353_L001_R1_001.fastq.gz","P116_S353_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2015 Jan","10-12 m","62_1260",8,"run1","2015a",936,1212.82818968762,"Medium","Before",453,"NA",1213,NA
"669","62_2015b","G167_S260_L001_R1_001.fastq.gz","G167_S260_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2015 May","10-12 m","62_1260",8,"run1","2015b",1642,1212.82818968762,"Medium","Before",454,"NA",1213,NA
"670","62_2015c","2015c-372_S50_L001_R1_001.fastq.gz","2015c-372_S50_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2015 July","10-12 m","62_1260",8,"run1","2015c",1356,1212.82818968762,"Medium","During",455,"NA",1213,NA
"671","62_2016a","BL1_S163_L001_R1_001.fastq.gz","BL1_S163_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 March","10-12 m","62_1260",8,"run1","2016a",1906,1212.82818968762,"Medium","During",456,"NA",1213,NA
"672","631b_2015c","BG144_S99_L001_R1_001.fastq.gz","BG144_S99_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 July","10-12 m","631b",15,"run1","2015c",1393,0,"Very Low","During",724,"NA",0,NA
"673","656_1075_2016b","c-318_S318_L001_R1_001.fastq.gz","c-318_S318_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2016 November","10-12 m","656_1075",19,"run3","2016b",2201,0,"Very Low","After",886,"NA",0,NA
"674","1075_2017","152_S152_L001_run4_R1_001.fastq.gz","152_S152_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2017 July","10-12 m","656_1075",19,"run4","2017",2327,0,"Very Low","After",914,"NA",0,NA
"675","656_2015b","G92_S299_L001_R1_001.fastq.gz","G92_S299_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 May","10-12 m","656_1075",19,"run1","2015b",1681,0,"Very Low","Before",884,"NA",0,NA
"676","656_2015c","BG25_S107_L001_R1_001.fastq.gz","BG25_S107_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 July","10-12 m","656_1075",19,"run1","2015c",1400,0,"Very Low","During",885,"NA",0,NA
"677","729_2016b","c-252_S252_L001_R1_001.fastq.gz","c-252_S252_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2016 November","10-12 m","729_1460",27,"run3","2016b",2135,7275.90836468762,"Very High","After",1107,"NA",3233.82818968762,NA
"678","289_2019","289-2019_S355_L001_R1_001.fastq.gz","289-2019_S355_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","43674","10-12 m","729_1460",27,"Starko_Shedd","2019",366,7275.90836468762,"Very High","After",1108,"NA",3233.82818968762,NA
"679","729_2015b","2015b-207_S34_L001_R1_001.fastq.gz","2015b-207_S34_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2015 May","10-12 m","729_1460",27,"run1","2015b",1622,7275.90836468762,"Very High","Before",1104,"NA",3233.82818968762,NA
"680","729_2015c","BG94_S162_L001_R1_001.fastq.gz","BG94_S162_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2015 July","10-12 m","729_1460",27,"run1","2015c",1454,7275.90836468762,"Very High","During",1105,"NA",3233.82818968762,NA
"681","729_2016a","BL66_S236_L001_R1_001.fastq.gz","BL66_S236_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2016 March","10-12 m","729_1460",27,"run1","2016a",1971,7275.90836468762,"Very High","During",1106,"NA",3233.82818968762,NA
"682","729_2017","200_S200_L001_run4_R1_001.fastq.gz","200_S200_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","2.00877 N","157.48886 W","2017 July","10-12 m","729_1460",27,"run4","2017",2380,7275.90836468762,"Very High","After",1113,"NA",3233.82818968762,NA
"683","754_899_1060_2016b","c-235_S235_L001_R1_001.fastq.gz","c-235_S235_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.53465 W","2016 November","10-12 m","754_899_1060",32,"run3","2016b",2118,4860.74570191682,"Very High","After",1629,"NA",3638.10425291682,NA
"684","754_2015b","G231_S276_L001_R1_001.fastq.gz","G231_S276_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.53465 W","2015 May","10-12 m","754_899_1060",32,"run1","2015b",1658,4860.74570191682,"Very High","Before",1626,"NA",3638.10425291682,NA
"685","754_2015c","BG468_S141_L001_R1_001.fastq.gz","BG468_S141_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.53465 W","2015 July","10-12 m","754_899_1060",32,"run1","2015c",1433,4860.74570191682,"Very High","During",1627,"NA",3638.10425291682,NA
